ÁöÁ¡,ÀÏœÃ,±âŸÐ(hPa),°íµµ(gpm),±â¿Â(¡ÆC),ÀÌœœÁ¡¿Âµµ(¡ÆC),Ç³Çâ(deg),Ç³ŒÓ(knot),Áö»ó FLAG(null),±Ç°èžé FLAG(null),ÃÖŽëÇ³ FLAG(null)
47090,2011-02-18 18:00,50.9,,,,270.0,30.0,0,0,0,
47090,2011-02-18 18:00,51.9,,-59.5,-90.5,,,0,0,0,
47090,2011-02-18 18:00,54.9,,,,235.0,31.0,0,0,0,
47090,2011-02-18 18:00,60.2,,,,290.0,33.0,0,0,0,
47090,2011-02-18 18:00,62.3,,-56.5,-88.5,,,0,0,0,
47090,2011-02-18 18:00,63.0,,,,285.0,34.0,0,0,0,
47090,2011-02-18 18:00,64.9,,,,275.0,32.0,0,0,0,
47090,2011-02-18 18:00,70.0,18220.0,-57.1,-89.1,285.0,45.0,0,0,0,
47090,2011-02-18 18:00,72.7,,,,280.0,65.0,0,0,0,
47090,2011-02-18 18:00,74.3,,-59.3,-90.3,,,0,0,0,
47090,2011-02-18 18:00,76.6,,,,265.0,72.0,0,0,1,
47090,2011-02-18 18:00,81.2,,,,255.0,63.0,0,0,0,
47090,2011-02-18 18:00,82.1,,-57.1,-88.1,,,0,0,0,
47090,2011-02-18 18:00,83.8,,,,260.0,53.0,0,0,0,
47090,2011-02-18 18:00,89.0,,,,270.0,69.0,0,0,0,
47090,2011-02-18 18:00,100.0,15980.0,-58.5,-88.5,265.0,71.0,0,0,0,
47090,2011-02-18 18:00,128.0,,,,270.0,64.0,0,0,0,
47090,2011-02-18 18:00,150.0,13410.0,-54.9,-85.9,270.0,68.0,0,0,0,
47090,2011-02-18 18:00,156.0,,-53.9,-84.9,,,0,0,0,
47090,2011-02-18 18:00,173.0,,,,275.0,71.0,0,0,0,
47090,2011-02-18 18:00,200.0,11580.0,-59.9,-72.9,275.0,88.0,0,0,0,
47090,2011-02-18 18:00,205.0,,-59.9,-70.9,,,0,0,0,
47090,2011-02-18 18:00,207.0,,-63.5,-73.5,,,0,0,0,
47090,2011-02-18 18:00,211.0,,-64.1,-74.1,270.0,93.0,0,1,0,
47090,2011-02-18 18:00,212.0,,,,270.0,92.0,0,0,0,
47090,2011-02-18 18:00,235.0,,,,290.0,100.0,0,0,0,
47090,2011-02-18 18:00,239.0,,-60.1,-73.1,,,0,0,0,
47090,2011-02-18 18:00,250.0,10200.0,-57.5,-69.5,285.0,105.0,0,0,0,
47090,2011-02-18 18:00,257.0,,,,285.0,109.0,0,0,1,
47090,2011-02-18 18:00,289.0,,,,280.0,108.0,0,0,0,
47090,2011-02-18 18:00,300.0,9020.0,-47.9,-57.9,280.0,104.0,0,0,0,
47090,2011-02-18 18:00,319.0,,-44.5,-53.5,,,0,0,0,
47090,2011-02-18 18:00,372.0,,,,290.0,95.0,0,0,0,
47090,2011-02-18 18:00,376.0,,-35.7,-60.7,,,0,0,0,
47090,2011-02-18 18:00,386.0,,-36.7,-59.7,,,0,0,0,
47090,2011-02-18 18:00,400.0,7060.0,-35.3,-60.3,290.0,80.0,0,0,0,
47090,2011-02-18 18:00,438.0,,-33.9,-47.9,,,0,0,0,
47090,2011-02-18 18:00,441.0,,-34.1,-40.1,,,0,0,0,
47090,2011-02-18 18:00,455.0,,-32.5,-37.5,,,0,0,0,
47090,2011-02-18 18:00,497.0,,,,295.0,61.0,0,0,0,
47090,2011-02-18 18:00,500.0,5480.0,-27.3,-35.3,295.0,61.0,0,0,0,
47090,2011-02-18 18:00,549.0,,-22.3,-42.3,,,0,0,0,
47090,2011-02-18 18:00,578.0,,-19.7,-32.7,,,0,0,0,
47090,2011-02-18 18:00,580.0,,-19.9,-27.9,,,0,0,0,
47090,2011-02-18 18:00,585.0,,-19.5,-25.5,,,0,0,0,
47090,2011-02-18 18:00,604.0,,-17.9,-35.9,,,0,0,0,
47090,2011-02-18 18:00,632.0,,,,285.0,31.0,0,0,0,
47090,2011-02-18 18:00,695.0,,,,300.0,18.0,0,0,0,
47090,2011-02-18 18:00,698.0,,-13.7,-48.7,,,0,0,0,
47090,2011-02-18 18:00,700.0,2985.0,-13.5,-49.5,295.0,17.0,0,0,0,
47090,2011-02-18 18:00,706.0,,,,290.0,16.0,0,0,0,
47090,2011-02-18 18:00,778.0,,,,300.0,14.0,0,0,0,
47090,2011-02-18 18:00,799.0,,,,320.0,11.0,0,0,0,
47090,2011-02-18 18:00,805.0,,-5.5,-48.5,,,0,0,0,
47090,2011-02-18 18:00,808.0,,,,330.0,12.0,0,0,0,
47090,2011-02-18 18:00,817.0,,-6.3,-33.3,330.0,12.0,0,0,0,
47090,2011-02-18 18:00,850.0,1479.0,-5.1,-18.1,275.0,17.0,0,0,0,
47090,2011-02-18 18:00,856.0,,,,270.0,18.0,0,0,0,
47090,2011-02-18 18:00,874.0,,-4.5,-14.5,,,0,0,0,
47090,2011-02-18 18:00,889.0,,,,255.0,19.0,0,0,0,
47090,2011-02-18 18:00,925.0,810.0,-1.1,-11.1,245.0,11.0,0,0,0,
47090,2011-02-18 18:00,928.0,,,,245.0,10.0,0,0,0,
47090,2011-02-18 18:00,947.0,,0.4,-9.6,,,0,0,0,
47090,2011-02-18 18:00,960.0,,,,160.0,11.0,0,0,0,
47090,2011-02-18 18:00,962.0,,-0.5,-5.4,,,0,0,0,
47090,2011-02-18 18:00,994.0,,,,165.0,10.0,0,0,0,
47090,2011-02-18 18:00,1000.0,185.0,1.4,-4.6,160.0,7.0,0,0,0,
47090,2011-02-18 18:00,1015.0,,1.6,-4.4,,,0,0,0,
47090,2011-02-18 18:00,1020.0,,-0.3,-4.4,270.0,2.0,1,0,0,
47090,2011-02-19 00:00,8.9,,-47.7,-82.7,275.0,61.0,0,0,0,
47090,2011-02-19 00:00,9.6,,-50.5,-83.5,,,0,0,0,
47090,2011-02-19 00:00,10.0,30700.0,-50.1,-84.1,260.0,53.0,0,0,0,
47090,2011-02-19 00:00,10.8,,,,260.0,52.0,0,0,0,
47090,2011-02-19 00:00,11.0,,-47.9,-82.9,,,0,0,0,
47090,2011-02-19 00:00,11.7,,,,255.0,66.0,0,0,1,
47090,2011-02-19 00:00,12.6,,,,245.0,54.0,0,0,0,
47090,2011-02-19 00:00,13.9,,-51.5,-84.5,,,0,0,0,
47090,2011-02-19 00:00,15.0,,,,265.0,48.0,0,0,0,
47090,2011-02-19 00:00,15.6,,-50.9,-84.9,,,0,0,0,
47090,2011-02-19 00:00,16.4,,-53.7,-85.7,,,0,0,0,
47090,2011-02-19 00:00,17.5,,,,250.0,49.0,0,0,0,
47090,2011-02-19 00:00,18.2,,,,265.0,42.0,0,0,0,
47090,2011-02-19 00:00,20.0,26200.0,-54.5,-86.5,260.0,38.0,0,0,0,
47090,2011-02-19 00:00,20.7,,-54.7,-86.7,250.0,32.0,0,1,0,
47090,2011-02-19 00:00,21.4,,,,245.0,29.0,0,0,0,
47090,2011-02-19 00:00,23.8,,,,270.0,33.0,0,0,0,
47090,2011-02-19 00:00,24.9,,-49.7,-83.7,,,0,0,0,
47090,2011-02-19 00:00,25.2,,,,255.0,40.0,0,0,0,
47090,2011-02-19 00:00,27.1,,,,260.0,42.0,0,0,0,
47090,2011-02-19 00:00,29.9,,,,250.0,34.0,0,0,0,
47090,2011-02-19 00:00,30.0,23580.0,-53.5,-86.5,250.0,33.0,0,0,0,
47090,2011-02-19 00:00,30.9,,-54.9,-86.9,,,0,0,0,
47090,2011-02-19 00:00,31.6,,,,275.0,25.0,0,0,0,
47090,2011-02-19 00:00,37.4,,,,270.0,37.0,0,0,0,
47090,2011-02-19 00:00,39.6,,,,245.0,40.0,0,0,0,
47090,2011-02-19 00:00,40.9,,,,240.0,37.0,0,0,0,
47090,2011-02-19 00:00,44.2,,,,260.0,20.0,0,0,0,
47090,2011-02-19 00:00,45.1,,,,280.0,18.0,0,0,0,
47090,2011-02-19 00:00,45.8,,-57.1,-89.1,,,0,0,0,
47090,2011-02-19 00:00,46.5,,,,300.0,26.0,0,0,0,
47090,2011-02-19 00:00,48.9,,-55.1,-87.1,,,0,0,0,
47090,2011-02-19 00:00,50.0,20320.0,-55.9,-87.9,280.0,39.0,0,0,0,
47090,2011-02-19 00:00,52.4,,,,280.0,47.0,0,0,0,
47090,2011-02-19 00:00,56.8,,-60.3,-90.3,,,0,0,0,
47090,2011-02-19 00:00,61.5,,,,260.0,45.0,0,0,0,
47090,2011-02-19 00:00,70.0,18210.0,-59.9,-89.9,270.0,41.0,0,0,0,
47090,2011-02-19 00:00,72.3,,,,270.0,37.0,0,0,0,
47090,2011-02-19 00:00,80.3,,,,265.0,44.0,0,0,0,
47090,2011-02-19 00:00,86.3,,,,285.0,49.0,0,0,0,
47090,2011-02-19 00:00,100.0,15970.0,-57.3,-88.3,275.0,55.0,0,0,0,
47090,2011-02-19 00:00,150.0,13400.0,-54.3,-84.3,275.0,72.0,0,0,0,
47090,2011-02-19 00:00,172.0,,,,275.0,86.0,0,0,0,
47090,2011-02-19 00:00,182.0,,,,275.0,72.0,0,0,0,
47090,2011-02-19 00:00,191.0,,-54.5,-77.5,,,0,0,0,
47090,2011-02-19 00:00,200.0,11560.0,-56.9,-75.9,280.0,86.0,0,0,0,
47090,2011-02-19 00:00,227.0,,-63.7,-70.7,270.0,109.0,0,1,0,
47090,2011-02-19 00:00,237.0,,,,270.0,113.0,0,0,1,
47090,2011-02-19 00:00,250.0,10170.0,-58.3,-66.3,270.0,107.0,0,0,0,
47090,2011-02-19 00:00,259.0,,-57.3,-63.3,,,0,0,0,
47090,2011-02-19 00:00,270.0,,,,270.0,89.0,0,0,0,
47090,2011-02-19 00:00,300.0,9010.0,-50.7,-55.7,275.0,85.0,0,0,0,
47090,2011-02-19 00:00,335.0,,,,275.0,79.0,0,0,0,
47090,2011-02-19 00:00,339.0,,-45.5,-49.9,,,0,0,0,
47090,2011-02-19 00:00,370.0,,-40.9,-59.9,,,0,0,0,
47090,2011-02-19 00:00,400.0,7080.0,-37.1,-57.1,280.0,73.0,0,0,0,
47090,2011-02-19 00:00,402.0,,,,280.0,73.0,0,0,0,
47090,2011-02-19 00:00,404.0,,-36.5,-56.5,,,0,0,0,
47090,2011-02-19 00:00,454.0,,-34.1,-63.1,305.0,44.0,0,0,0,
47090,2011-02-19 00:00,482.0,,-30.7,-61.7,,,0,0,0,
47090,2011-02-19 00:00,491.0,,,,315.0,41.0,0,0,0,
47090,2011-02-19 00:00,500.0,5510.0,-28.5,-57.5,315.0,43.0,0,0,0,
47090,2011-02-19 00:00,542.0,,,,315.0,45.0,0,0,0,
47090,2011-02-19 00:00,579.0,,,,325.0,42.0,0,0,0,
47090,2011-02-19 00:00,658.0,,-12.3,-41.3,,,0,0,0,
47090,2011-02-19 00:00,668.0,,,,315.0,38.0,0,0,0,
47090,2011-02-19 00:00,688.0,,,,325.0,35.0,0,0,0,
47090,2011-02-19 00:00,700.0,3006.0,-9.9,-36.9,315.0,31.0,0,0,0,
47090,2011-02-19 00:00,728.0,,-7.9,-38.9,,,0,0,0,
47090,2011-02-19 00:00,770.0,,,,285.0,25.0,0,0,0,
47090,2011-02-19 00:00,772.0,,-6.7,-24.7,,,0,0,0,
47090,2011-02-19 00:00,810.0,,,,290.0,20.0,0,0,0,
47090,2011-02-19 00:00,817.0,,-4.7,-34.7,,,0,0,0,
47090,2011-02-19 00:00,850.0,1489.0,-2.5,-32.5,315.0,17.0,0,0,0,
47090,2011-02-19 00:00,878.0,,,,320.0,17.0,0,0,0,
47090,2011-02-19 00:00,925.0,812.0,1.8,-29.2,310.0,13.0,0,0,0,
47090,2011-02-19 00:00,939.0,,,,300.0,10.0,0,0,0,
47090,2011-02-19 00:00,943.0,,3.2,-26.8,,,0,0,0,
47090,2011-02-19 00:00,949.0,,2.0,-24.0,,,0,0,0,
47090,2011-02-19 00:00,972.0,,,,230.0,10.0,0,0,0,
47090,2011-02-19 00:00,1000.0,183.0,3.6,-20.4,235.0,13.0,0,0,0,
47090,2011-02-19 00:00,1008.0,,4.0,-19.0,235.0,10.0,0,0,0,
47090,2011-02-19 00:00,1019.0,,2.8,-14.2,,,0,0,0,
47090,2011-02-19 00:00,1020.0,,-0.1,-12.1,140.0,3.0,1,0,0,
47090,2011-02-19 06:00,7.5,,-45.1,-80.1,260.0,50.0,0,0,0,
47090,2011-02-19 06:00,8.4,,,,270.0,50.0,0,0,0,
47090,2011-02-19 06:00,9.1,,-52.5,-85.5,,,0,0,0,
47090,2011-02-19 06:00,9.2,,,,260.0,24.0,0,0,0,
47090,2011-02-19 06:00,9.9,,,,245.0,30.0,0,0,0,
47090,2011-02-19 06:00,10.0,30760.0,-49.1,-83.1,245.0,30.0,0,0,0,
47090,2011-02-19 06:00,11.3,,-44.3,-80.3,255.0,28.0,0,0,0,
47090,2011-02-19 06:00,12.4,,,,265.0,36.0,0,0,0,
47090,2011-02-19 06:00,12.5,,-45.1,-80.1,,,0,0,0,
47090,2011-02-19 06:00,12.6,,-48.3,-82.3,,,0,0,0,
47090,2011-02-19 06:00,13.3,,-50.1,-84.1,,,0,0,0,
47090,2011-02-19 06:00,13.6,,,,250.0,51.0,0,0,0,
47090,2011-02-19 06:00,14.5,,,,260.0,56.0,0,0,0,
47090,2011-02-19 06:00,16.0,,,,265.0,53.0,0,0,0,
47090,2011-02-19 06:00,18.1,,,,255.0,43.0,0,0,0,
47090,2011-02-19 06:00,18.6,,,,265.0,42.0,0,0,0,
47090,2011-02-19 06:00,19.5,,,,275.0,51.0,0,0,0,
47090,2011-02-19 06:00,20.0,26220.0,-53.3,-86.3,280.0,48.0,0,0,0,
47090,2011-02-19 06:00,21.2,,,,285.0,40.0,0,0,0,
47090,2011-02-19 06:00,21.5,,-54.9,-86.9,,,0,0,0,
47090,2011-02-19 06:00,23.5,,,,275.0,31.0,0,0,0,
47090,2011-02-19 06:00,24.6,,-51.5,-84.5,,,0,0,0,
47090,2011-02-19 06:00,28.7,,,,260.0,42.0,0,0,0,
47090,2011-02-19 06:00,30.0,23610.0,-54.9,-86.9,265.0,32.0,0,0,0,
47090,2011-02-19 06:00,30.1,,-54.9,-86.9,,,0,0,0,
47090,2011-02-19 06:00,32.3,,,,265.0,32.0,0,0,0,
47090,2011-02-19 06:00,33.4,,,,260.0,30.0,0,0,0,
47090,2011-02-19 06:00,35.1,,,,250.0,33.0,0,0,0,
47090,2011-02-19 06:00,35.3,,-53.7,-86.7,,,0,0,0,
47090,2011-02-19 06:00,37.9,,,,285.0,43.0,0,0,0,
47090,2011-02-19 06:00,39.5,,-57.1,-89.1,,,0,0,0,
47090,2011-02-19 06:00,41.0,,,,285.0,45.0,0,0,0,
47090,2011-02-19 06:00,43.5,,,,270.0,51.0,0,0,0,
47090,2011-02-19 06:00,47.3,,,,260.0,38.0,0,0,0,
47090,2011-02-19 06:00,50.0,20350.0,-56.9,-88.9,270.0,39.0,0,0,0,
47090,2011-02-19 06:00,52.1,,-56.3,-88.3,,,0,0,0,
47090,2011-02-19 06:00,52.5,,,,285.0,45.0,0,0,0,
47090,2011-02-19 06:00,60.4,,,,265.0,42.0,0,0,0,
47090,2011-02-19 06:00,67.0,,,,285.0,49.0,0,0,0,
47090,2011-02-19 06:00,70.0,18230.0,-59.1,-90.1,275.0,51.0,0,0,0,
47090,2011-02-19 06:00,71.0,,-59.5,-90.5,,,0,0,0,
47090,2011-02-19 06:00,74.8,,,,270.0,44.0,0,0,0,
47090,2011-02-19 06:00,76.5,,,,280.0,42.0,0,0,0,
47090,2011-02-19 06:00,81.9,,,,295.0,51.0,0,0,0,
47090,2011-02-19 06:00,100.0,15990.0,-57.9,-88.9,280.0,61.0,0,0,0,
47090,2011-02-19 06:00,147.0,,-53.5,-86.5,,,0,0,0,
47090,2011-02-19 06:00,150.0,13410.0,-53.7,-86.7,275.0,71.0,0,0,0,
47090,2011-02-19 06:00,165.0,,-55.5,-86.5,,,0,0,0,
47090,2011-02-19 06:00,180.0,,,,270.0,67.0,0,0,0,
47090,2011-02-19 06:00,184.0,,,,280.0,64.0,0,0,0,
47090,2011-02-19 06:00,188.0,,,,285.0,72.0,0,0,0,
47090,2011-02-19 06:00,194.0,,-57.9,-77.9,,,0,0,0,
47090,2011-02-19 06:00,200.0,11580.0,-59.5,-73.5,275.0,69.0,0,0,0,
47090,2011-02-19 06:00,213.0,,-64.3,-71.3,,,0,0,0,
47090,2011-02-19 06:00,227.0,,-63.7,-69.7,275.0,76.0,0,1,0,
47090,2011-02-19 06:00,244.0,,,,265.0,86.0,0,0,1,
47090,2011-02-19 06:00,250.0,10200.0,-59.7,-67.7,265.0,86.0,0,0,0,
47090,2011-02-19 06:00,287.0,,,,275.0,83.0,0,0,0,
47090,2011-02-19 06:00,293.0,,-50.9,-62.9,,,0,0,0,
47090,2011-02-19 06:00,300.0,9040.0,-50.3,-60.3,280.0,74.0,0,0,0,
47090,2011-02-19 06:00,318.0,,-48.1,-55.1,,,0,0,0,
47090,2011-02-19 06:00,340.0,,,,280.0,54.0,0,0,0,
47090,2011-02-19 06:00,344.0,,-44.9,-51.9,,,0,0,0,
47090,2011-02-19 06:00,386.0,,-38.5,-59.5,,,0,0,0,
47090,2011-02-19 06:00,400.0,7110.0,-37.9,-57.9,290.0,47.0,0,0,0,
47090,2011-02-19 06:00,460.0,,-32.7,-67.7,,,0,0,0,
47090,2011-02-19 06:00,500.0,5540.0,-27.9,-56.9,290.0,27.0,0,0,0,
47090,2011-02-19 06:00,515.0,,,,295.0,26.0,0,0,0,
47090,2011-02-19 06:00,608.0,,-16.1,-51.1,,,0,0,0,
47090,2011-02-19 06:00,609.0,,,,320.0,33.0,0,0,0,
47090,2011-02-19 06:00,643.0,,-13.9,-34.9,,,0,0,0,
47090,2011-02-19 06:00,661.0,,,,300.0,32.0,0,0,0,
47090,2011-02-19 06:00,700.0,3028.0,-7.7,-43.7,310.0,33.0,0,0,0,
47090,2011-02-19 06:00,775.0,,-1.7,-38.7,,,0,0,0,
47090,2011-02-19 06:00,788.0,,,,315.0,34.0,0,0,0,
47090,2011-02-19 06:00,833.0,,0.4,-19.6,,,0,0,0,
47090,2011-02-19 06:00,850.0,1489.0,1.8,-19.2,325.0,32.0,0,0,0,
47090,2011-02-19 06:00,896.0,,,,335.0,28.0,0,0,0,
47090,2011-02-19 06:00,903.0,,5.4,-17.6,,,0,0,0,
47090,2011-02-19 06:00,909.0,,,,325.0,29.0,0,0,0,
47090,2011-02-19 06:00,918.0,,5.0,-16.0,,,0,0,0,
47090,2011-02-19 06:00,925.0,803.0,5.4,-15.6,310.0,22.0,0,0,0,
47090,2011-02-19 06:00,960.0,,,,280.0,17.0,0,0,0,
47090,2011-02-19 06:00,995.0,,,,285.0,10.0,0,0,0,
47090,2011-02-19 06:00,1000.0,163.0,8.2,-13.8,280.0,7.0,0,0,0,
47090,2011-02-19 06:00,1011.0,,8.8,-13.2,,,0,0,0,
47090,2011-02-19 06:00,1017.0,,7.4,-11.6,70.0,3.0,1,0,0,
47090,2011-02-20 12:00,9.0,,-46.7,-81.7,295.0,34.0,0,0,0,
47090,2011-02-20 12:00,9.6,,,,285.0,50.0,0,0,0,
47090,2011-02-20 12:00,10.0,30730.0,-48.5,-82.5,285.0,43.0,0,0,0,
47090,2011-02-20 12:00,10.6,,,,270.0,36.0,0,0,0,
47090,2011-02-20 12:00,11.2,,-51.1,-84.1,,,0,0,0,
47090,2011-02-20 12:00,11.4,,,,270.0,46.0,0,0,0,
47090,2011-02-20 12:00,12.9,,,,255.0,28.0,0,0,0,
47090,2011-02-20 12:00,14.2,,-47.3,-82.3,,,0,0,0,
47090,2011-02-20 12:00,14.8,,,,240.0,44.0,0,0,0,
47090,2011-02-20 12:00,15.4,,,,235.0,37.0,0,0,0,
47090,2011-02-20 12:00,16.0,,,,260.0,39.0,0,0,0,
47090,2011-02-20 12:00,16.6,,,,250.0,42.0,0,0,0,
47090,2011-02-20 12:00,18.7,,,,265.0,36.0,0,0,0,
47090,2011-02-20 12:00,20.0,26190.0,-52.9,-85.9,255.0,39.0,0,0,0,
47090,2011-02-20 12:00,20.6,,,,250.0,36.0,0,0,0,
47090,2011-02-20 12:00,21.6,,,,265.0,32.0,0,0,0,
47090,2011-02-20 12:00,22.4,,-56.1,-88.1,,,0,0,0,
47090,2011-02-20 12:00,24.5,,,,260.0,22.0,0,0,0,
47090,2011-02-20 12:00,27.4,,,,275.0,40.0,0,0,0,
47090,2011-02-20 12:00,28.7,,,,280.0,35.0,0,0,0,
47090,2011-02-20 12:00,29.3,,-52.9,-85.9,,,0,0,0,
47090,2011-02-20 12:00,30.0,23600.0,-54.3,-87.3,260.0,41.0,0,0,0,
47090,2011-02-20 12:00,31.0,,,,250.0,39.0,0,0,0,
47090,2011-02-20 12:00,32.3,,,,275.0,35.0,0,0,0,
47090,2011-02-20 12:00,33.4,,,,275.0,32.0,0,0,0,
47090,2011-02-20 12:00,34.0,,-57.3,-89.3,,,0,0,0,
47090,2011-02-20 12:00,38.4,,,,280.0,44.0,0,0,0,
47090,2011-02-20 12:00,41.4,,,,265.0,28.0,0,0,0,
47090,2011-02-20 12:00,41.7,,-54.9,-86.9,,,0,0,0,
47090,2011-02-20 12:00,43.1,,,,285.0,24.0,0,0,0,
47090,2011-02-20 12:00,44.8,,,,270.0,24.0,0,0,0,
47090,2011-02-20 12:00,45.6,,,,280.0,22.0,0,0,0,
47090,2011-02-20 12:00,47.2,,,,300.0,32.0,0,0,0,
47090,2011-02-20 12:00,50.0,20360.0,-60.3,-91.3,270.0,37.0,0,0,0,
47090,2011-02-20 12:00,50.4,,,,270.0,36.0,0,0,0,
47090,2011-02-20 12:00,52.2,,,,280.0,39.0,0,0,0,
47090,2011-02-20 12:00,54.1,,,,270.0,42.0,0,0,0,
47090,2011-02-20 12:00,55.7,,-63.1,-93.1,,,0,0,0,
47090,2011-02-20 12:00,56.9,,,,260.0,27.0,0,0,0,
47090,2011-02-20 12:00,59.9,,,,285.0,20.0,0,0,0,
47090,2011-02-20 12:00,67.7,,,,275.0,46.0,0,0,0,
47090,2011-02-20 12:00,70.0,18270.0,-59.7,-90.7,270.0,47.0,0,0,0,
47090,2011-02-20 12:00,78.0,,,,260.0,49.0,0,0,0,
47090,2011-02-20 12:00,83.0,,-56.9,-88.9,,,0,0,0,
47090,2011-02-20 12:00,90.6,,-59.1,-90.1,,,0,0,0,
47090,2011-02-20 12:00,92.8,,,,285.0,53.0,0,0,0,
47090,2011-02-20 12:00,100.0,16020.0,-57.1,-89.1,275.0,55.0,0,0,0,
47090,2011-02-20 12:00,150.0,13440.0,-55.7,-87.7,265.0,70.0,0,0,0,
47090,2011-02-20 12:00,179.0,,,,270.0,73.0,0,0,1,
47090,2011-02-20 12:00,193.0,,-53.7,-81.7,,,0,0,0,
47090,2011-02-20 12:00,200.0,11590.0,-54.9,-80.9,275.0,68.0,0,0,0,
47090,2011-02-20 12:00,215.0,,-54.7,-74.7,,,0,0,0,
47090,2011-02-20 12:00,233.0,,-60.1,-71.1,,,0,0,0,
47090,2011-02-20 12:00,250.0,10180.0,-58.5,-66.5,270.0,53.0,0,0,0,
47090,2011-02-20 12:00,262.0,,-59.5,-66.5,270.0,43.0,0,1,0,
47090,2011-02-20 12:00,274.0,,,,270.0,41.0,0,0,0,
47090,2011-02-20 12:00,279.0,,,,275.0,39.0,0,0,0,
47090,2011-02-20 12:00,300.0,9030.0,-53.5,-63.5,275.0,40.0,0,0,0,
47090,2011-02-20 12:00,339.0,,,,280.0,43.0,0,0,0,
47090,2011-02-20 12:00,369.0,,,,295.0,37.0,0,0,0,
47090,2011-02-20 12:00,376.0,,-41.7,-58.7,,,0,0,0,
47090,2011-02-20 12:00,393.0,,,,280.0,33.0,0,0,0,
47090,2011-02-20 12:00,400.0,7120.0,-39.9,-55.9,295.0,28.0,0,0,0,
47090,2011-02-20 12:00,405.0,,,,300.0,26.0,0,0,0,
47090,2011-02-20 12:00,427.0,,,,300.0,26.0,0,0,0,
47090,2011-02-20 12:00,442.0,,,,295.0,35.0,0,0,0,
47090,2011-02-20 12:00,461.0,,-33.1,-57.1,,,0,0,0,
47090,2011-02-20 12:00,468.0,,,,305.0,20.0,0,0,0,
47090,2011-02-20 12:00,500.0,5560.0,-28.1,-53.1,310.0,24.0,0,0,0,
47090,2011-02-20 12:00,531.0,,,,310.0,27.0,0,0,0,
47090,2011-02-20 12:00,578.0,,,,295.0,24.0,0,0,0,
47090,2011-02-20 12:00,579.0,,-19.3,-56.3,,,0,0,0,
47090,2011-02-20 12:00,616.0,,,,330.0,15.0,0,0,0,
47090,2011-02-20 12:00,659.0,,,,325.0,18.0,0,0,0,
47090,2011-02-20 12:00,700.0,3043.0,-8.1,-36.1,345.0,25.0,0,0,0,
47090,2011-02-20 12:00,703.0,,-7.9,-35.9,,,0,0,0,
47090,2011-02-20 12:00,710.0,,,,345.0,23.0,0,0,0,
47090,2011-02-20 12:00,753.0,,,,15.0,15.0,0,0,0,
47090,2011-02-20 12:00,780.0,,-3.7,-33.7,,,0,0,0,
47090,2011-02-20 12:00,794.0,,-5.3,-36.3,,,0,0,0,
47090,2011-02-20 12:00,797.0,,,,15.0,13.0,0,0,0,
47090,2011-02-20 12:00,816.0,,-8.5,-18.5,,,0,0,0,
47090,2011-02-20 12:00,840.0,,,,90.0,10.0,0,0,0,
47090,2011-02-20 12:00,850.0,1525.0,-6.3,-18.3,90.0,11.0,0,0,0,
47090,2011-02-20 12:00,871.0,,-5.1,-19.1,,,0,0,0,
47090,2011-02-20 12:00,877.0,,-5.3,-10.1,,,0,0,0,
47090,2011-02-20 12:00,885.0,,-5.1,-6.0,,,0,0,0,
47090,2011-02-20 12:00,886.0,,,,115.0,10.0,0,0,0,
47090,2011-02-20 12:00,925.0,859.0,-1.9,-6.8,90.0,9.0,0,0,0,
47090,2011-02-20 12:00,950.0,,,,80.0,10.0,0,0,0,
47090,2011-02-20 12:00,1000.0,233.0,3.4,-5.6,10.0,4.0,0,0,0,
47090,2011-02-20 12:00,1019.0,,4.4,-7.6,,,0,0,0,
47090,2011-02-20 12:00,1026.0,,2.4,-7.6,290.0,4.0,1,0,0,
47090,2011-02-20 18:00,9.4,,-47.3,-82.3,245.0,32.0,0,0,0,
47090,2011-02-20 18:00,9.7,,,,235.0,30.0,0,0,0,
47090,2011-02-20 18:00,10.0,30780.0,-47.7,-82.7,255.0,26.0,0,0,0,
47090,2011-02-20 18:00,10.7,,,,265.0,28.0,0,0,0,
47090,2011-02-20 18:00,11.5,,,,255.0,22.0,0,0,0,
47090,2011-02-20 18:00,11.7,,,,265.0,20.0,0,0,0,
47090,2011-02-20 18:00,12.0,,,,280.0,22.0,0,0,0,
47090,2011-02-20 18:00,12.4,,,,255.0,27.0,0,0,0,
47090,2011-02-20 18:00,13.9,,,,245.0,32.0,0,0,0,
47090,2011-02-20 18:00,15.2,,,,280.0,36.0,0,0,0,
47090,2011-02-20 18:00,17.6,,,,280.0,33.0,0,0,0,
47090,2011-02-20 18:00,19.3,,,,270.0,44.0,0,0,0,
47090,2011-02-20 18:00,20.0,26250.0,-52.7,-85.7,265.0,35.0,0,0,0,
47090,2011-02-20 18:00,20.7,,,,265.0,31.0,0,0,0,
47090,2011-02-20 18:00,24.0,,,,270.0,32.0,0,0,0,
47090,2011-02-20 18:00,25.3,,,,280.0,37.0,0,0,0,
47090,2011-02-20 18:00,26.4,,,,260.0,45.0,0,0,0,
47090,2011-02-20 18:00,27.1,,-55.1,-87.1,,,0,0,0,
47090,2011-02-20 18:00,29.1,,,,250.0,31.0,0,0,0,
47090,2011-02-20 18:00,30.0,23640.0,-53.3,-86.3,260.0,29.0,0,0,0,
47090,2011-02-20 18:00,30.1,,,,265.0,29.0,0,0,0,
